"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
528,291,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a pickup truck on a wet, winding road with rocky cliffs and active windshield wipers.","The pickup truck drifts left across the yellow line and collides with the guardrail, blocking the ego-car's lane."
529,509,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet city road with multiple vehicles ahead and oncoming traffic.","A pedestrian steps from the right sidewalk into the lane ahead and blocks the ego-car's path."
530,98,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,2,"Ego-car approaches an intersection with motorcycles ahead and a white van on the left.","A pedestrian crosses from the left into the ego-car's lane without yielding, forcing the ego-car to stop."
531,281,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white SUV and a black car near a large truck on the right.","The white SUV swerves left and collides with the truck's rear trailer ahead, creating a direct hazard to the ego-car."
532,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows traffic on a city road at night with green traffic lights.","No incident or anomaly is observed; traffic flows normally through the intersection without disruption."
533,300,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with a bus, truck, and motorcycle ahead near an intersection.","A scooter rider moves near a large truck while the bus turns left, creating a potential collision risk in the traffic flow."
534,291,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a white car in the right lane on a multi-lane highway at night.","A vehicle ahead brakes suddenly with red lights, causing the following cars to stop abruptly."
535,1,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car waits at a red traffic light as pedestrians cross the road.","A pedestrian runs into the crosswalk directly in front of the ego car."
536,59,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car approaches an intersection with a fuel tanker on the left and a three-wheeled vehicle nearby.","A three-wheeled vehicle cuts in front of the fuel tanker and falls, creating a hazard on the road."
537,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through a well-lit parking lot near a Dollar Tree store with parked vehicles visible and no pedestrians.","No incident occurred; the parking lot scene remains clear and uneventful with no anomalies or hazards affecting the ego-car."
538,9,0,"0. No Crash",0,"animal on the road",0,12,0,0,"Ego-car drives on a rural road with clear lane markings and no visible obstacles.","A flock of geese crosses the road ahead and blocks the ego-car's path."
539,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a curved road near a large building with parked vehicles and a pedestrian crossing sign.","No incident occurred; the ego-car is driving normally on a curved road with clear visibility, parked vehicles, and a pedestrian crossing sign, with no hazards or traffic observed."
540,109,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches a crosswalk with a black cat near the left curb.","A black cat crosses the road from left to right in front of the ego car."
541,291,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at an intersection with a crosswalk ahead.","A pedestrian crosses the crosswalk directly in front of the ego-car."
542,285,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches a city intersection with a yellow bus and a black car on the right.","A pedestrian crosses the crosswalk from the left, causing the ego-car to stop."
543,1,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a city road approaching a crosswalk with visible traffic signs.","A bird lands on the crosswalk ahead, causing the ego-car to slow down."
544,41,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a dark road with clear lane markings and no visible hazards.","A kangaroo jumps from the right side onto the road and crosses in front of the ego-car, creating a collision hazard."
545,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red traffic light with oncoming vehicles visible.","Traffic light turns red, causing the ego-car to stop."
546,129,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,3,"Ego-car follows a yellow bus on a two-lane road with oncoming traffic.","A bicycle rider moves into the path of the yellow bus, causing the bus to brake and swerve, which risks a collision."
547,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white truck in the right lane on a multi-lane highway with clear skies.","No incident or anomaly is present; traffic flows normally without hazards or deviations."
548,361,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car approaches an intersection with a van turning left across oncoming traffic.","A van turns left across oncoming traffic and collides with a motorcycle."
549,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car follows a white van in the right lane on a multi-lane highway at night with moderate traffic.","A car ahead swerves left, causing a pedestrian to fall into the lane."
550,251,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,2,0,"Ego-car approaches an intersection with a pedestrian pulling a blue stroller across the road and another pedestrian nearby.","A pedestrian pulls a stroller across the road ahead while another pedestrian moves toward the ego-car's path, triggering an evasive reaction."
551,161,0,"0. No Crash",0,"ego-car hits a pedestrian",0,0,1,0,"Ego-car approaches an intersection with pedestrians standing on the right sidewalk or median.","A pedestrian runs into the road from the right sidewalk or median toward the ego-car, blocking its path."
552,181,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with parked cars and traffic ahead.","Blurred light streaks and a distorted view ahead indicate impaired visibility due to optical distortion, likely from oncoming vehicles or environmental conditions."
553,71,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"Ego-car travels on a multi-lane city road with trucks parked on the right and moderate traffic ahead.","A cyclist crosses the road from left to right in front of the ego-car, creating a direct collision risk."
554,217,0,"0. No Crash",0,"unknown",0,0,0,2,"Ego-car follows multiple vehicles on a multi-lane highway with clear weather.","A truck spills debris across lanes, forcing vehicles to swerve to avoid the hazard."
555,309,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with traffic lights and a white car on the left.","A pedestrian runs into the crosswalk as the ego-car approaches the intersection."
556,31,0,"0. No Crash",0,"bicycle on road",1,0,0,2,"Ego-car follows a bus on a multi-lane road with a cyclist ahead in the same lane.","A cyclist moves into the ego-car's lane, requiring the ego-car to adjust its position to avoid a collision."
557,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a white truck parked on the left side of the road with pedestrians on the sidewalk.","The white truck turns left across the ego-car's path without yielding, creating a collision risk."
558,61,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a red vehicle in the right lane on a multi-lane road at night with traffic ahead.","A vehicle in the right lane merges left without signaling and cuts in front of the ego-car."
559,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through a city intersection with pedestrians and a bus nearby, alongside construction barriers.","No incident occurs; the ego-car proceeds normally amid pedestrians, a bus, and construction barriers without interaction or disruption."
560,141,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a crosswalk with a pedestrian standing on the left sidewalk.","Pedestrian steps into the crosswalk and raises an arm toward the ego-car, prompting a potential collision risk."
561,91,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car waits at a red light with oncoming vehicles and a white SUV ahead at an intersection.","A pedestrian crosses the street in front of oncoming traffic, causing vehicles to brake."
562,71,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a city road with oncoming traffic and buildings nearby.","A black cow runs from the right onto the road and crosses in front of the ego-car."
563,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a road with a pedestrian on the right sidewalk.","Pedestrian remains stationary on the sidewalk, posing no direct threat or interaction with the ego-car's path."
564,311,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a silver pickup truck in the left lane on a highway with moderate traffic ahead.","A silver pickup truck moves left across lanes in front of the ego-car, creating a near-miss situation."
565,71,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with a deer ahead in the lane.","A deer crosses the road from left to right in front of the ego car, creating a hazard."
566,61,0,"0. No Crash",0,"animal on the road",0,1,0,1,"Ego-car follows a gray car on a two-lane rural road with clear weather and forest on both sides.","A black and white cow crosses the road ahead from the right and enters the ego-car's lane, blocking its path."
567,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a black van in the center lane at a city intersection with heavy traffic and multiple lanes.","Traffic flows normally with no anomalies, as all vehicles remain in their lanes and no incident occurs."
568,281,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,2,"Ego-car drives on a highway with a car ahead in the right lane.","A black car loses control and collides with the right guardrail, spinning into the right lane."
569,295,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with multiple vehicles ahead and a truck on the left.","A person in the truck extends an arm toward the ego-car, resulting in a near-miss incident."
570,51,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,0,"Ego-car drives on a residential street with parked cars and no pedestrians visible.","A child runs into the street from behind a parked car, creating a sudden hazard for the ego-car."
571,111,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a red car on a two-lane road under streetlights with oncoming traffic.","A truck cuts in from the left lane into the ego-car's path ahead."
572,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a silver sedan in the right lane on a multi-lane highway with moderate traffic.","No incident occurs; traffic flows normally as the ego-car maintains following distance behind the lead vehicle."
573,233,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches an intersection with a cyclist riding on the right.","A cyclist crosses into the ego-car's path and collides with it."
574,101,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road with a blue truck on the right lane.","A blue truck merges into the right lane without signaling, altering the ego-car's following distance."
575,101,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a large red truck on a road with other vehicles ahead.","A large red truck merges from the left lane into the ego-car's lane, creating a near-miss situation."
576,111,0,"0. No Crash",0,"animal on the road",1,1,0,0,"Ego-car approaches an intersection with a green traffic light and a crosswalk.","A dog runs across the crosswalk from left to right in front of the ego car."
577,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a sedan and a white truck on a city road with an ambulance ahead.","The ambulance moves right into the right lane and exits the roadway, clearing the path for the ego-car."
578,25,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with houses and trees on the left.","A deer runs from the left side across the road and jumps toward the ego-car windshield."
579,409,1,"1. Ego-car collided but did not stop",1,"ego-car hits barrier",0,0,0,0,"Ego-car approaches toll gate with barriers down on the left lane and green light visible.","Ego-car veers right to avoid the closed left barrier and collides with the toll booth structure."
580,57,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car approaches an intersection with a blue truck on the right and a motorcycle on the left.","A blue truck turns left across the ego-car's path, resulting in a collision or near-miss with the ego-car."
581,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows a red car on a wet road with a bus approaching in the left lane.","A bus in the left lane moves into the ego-car's path, resulting in a near-miss."
582,1,0,"0. No Crash",0,"animal on the road",0,4,0,0,"Ego-car drives on a dark road with wild boars visible on the roadside and crossing ahead.","Wild boars cross the road from both sides toward the ego-car, creating a collision hazard."
583,461,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a multi-lane highway with moderate traffic ahead, including a white van in the center lane and multiple vehicles in adjacent lanes.","A white sedan merges from the right lane into the ego-car's lane, requiring the ego car to slow down."
584,71,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a red truck in the right lane on a wet highway under overhead signs.","Ego-car overtakes the red truck too closely on a wet lane, causing a near-miss."
585,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a yellow van on a winding rural road with houses and hills.","No incident occurred; the ego-car continues safely behind the yellow van on a clear rural road with no hazards."
586,461,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,0,"Ego-car follows a cyclist ahead on a city street with parked cars on the left.","Cyclist loses balance and falls onto the road ahead of the ego-car without external collision."
587,135,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a red car on a wet urban road with oncoming traffic.","A pedestrian crosses the road ahead, causing the lead car to brake suddenly and potentially forcing the ego-car to react."
588,61,0,"0. No Crash",0,"scooter on the road",1,0,0,1,"Ego-car drives on a rural road with a motorcycle ahead and oncoming traffic present.","Motorcycle swerves left toward oncoming traffic, creating a near-miss hazard for the ego-car."
589,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with three white USPS vans parked near a stop sign.","Three white USPS vans parked near a stop sign create a stationary obstacle that may require the ego-car to slow down or stop."
590,41,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car travels on a highway with moderate traffic and clear skies, with oncoming traffic separated by a concrete barrier and green exit signs visible.","Debris flies from a truck in the right lane and strikes the ego-car's windshield."
591,341,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a red car on a residential street with parked vehicles.","A red car swerves left and stops abruptly on the sidewalk, creating an unexpected obstacle in the ego-car's path."
592,161,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car drives on a road with parked cars and a pedestrian walking ahead, while a cyclist approaches from the left.","A cyclist approaches from the left and crosses into the ego-car's path, colliding with the vehicle."
593,91,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a residential street with parked cars and a person near a fence on the right.","A dog runs from the right sidewalk into the road and crosses ahead of the ego-car."
594,61,0,"0. No Crash",0,"animal on the road",0,0,0,0,"Ego-car drives on a highway with multiple lanes and moderate traffic ahead.","A large bush rolls onto the highway from the right, obstructing the lane and forcing the ego-car to react."
595,261,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car flipped over",0,0,0,2,"Ego-car follows two vehicles in adjacent lanes on a highway with a hillside.","A white van drifts right and collides with the hillside, creating smoke and debris."
596,21,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,1,1,"Ego-car drives on a city road with a cyclist ahead, parked cars, and pedestrians.","A cyclist falls on the road ahead without external collision, creating an obstacle for the ego-car."
597,411,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car drives on a highway with a red car in the left lane ahead.","A red car in the left lane crosses the lane divider and collides with the ego car on the left side."
598,113,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a white van in the right lane on a multi-lane city road with moderate traffic ahead.","A white van merges left from an adjacent lane into the ego-car's path without signaling."
599,81,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car follows a silver vehicle on a multi-lane city road with moderate traffic.","A pedestrian crosses the road from left to right and enters the ego-car's lane, requiring vehicles to slow down."
600,1,0,"0. No Crash",0,"vehicle overtakes",1,0,0,1,"Ego-car drives on a city road with a white car ahead in the same lane.","A white car turns right across the lane without signaling, creating a collision risk for the ego-car."
601,281,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a green-covered truck in the right lane on a highway with clear lane markings.","The truck emits dense smoke that engulfs the ego car's windshield and blocks visibility completely."
602,85,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,4,0,"Ego-car drives on a city road with pedestrians waiting on the left sidewalk and parked cars on the side.","Pedestrians cross the road from left to right ahead without using a crosswalk, forcing the ego-car to slow down."
603,151,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a truck in the right lane on a multi-lane highway with oncoming traffic.","A white car overtakes the ego-car from the left lane and merges ahead near debris on the shoulder."
604,51,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a gray car near a crosswalk with a truck turning left.","A black car enters the intersection from the left and blocks the ego car's lane."
605,243,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a wet two-lane road with a white van ahead and oncoming traffic.","A white van crosses the center line into the ego-car's lane, blocking its path and creating a collision risk."
606,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway under an overpass with oncoming traffic and a vehicle ahead in the right lane.","No incident occurred; the ego-car continues normal highway driving with no obstruction or anomaly detected."
607,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches an intersection with a bus on the right and oncoming traffic ahead.","A truck with bright headlights enters the intersection from the left and blocks the ego-car's path."
608,23,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches intersection with pedestrian crossing ahead in crosswalk.","Pedestrian crosses road in front of ego car without stopping, causing the ego car to halt."
609,251,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane city street with steady traffic and parked cars.","A black car moves from the left lane into the ego-car's path."
610,1,0,"0. No Crash",0,"animal on the road",0,1,0,1,"Ego-car drives on a rural road with a dog ahead and oncoming traffic approaching.","A dog runs across the road ahead, forcing the ego-car to brake and creating a collision risk with the oncoming vehicle."
611,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives through an intersection with multiple vehicles and traffic lights.","No incident occurred as the ego-car followed normal traffic flow without obstruction or anomaly."
612,181,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,0,"Ego-car drives on a city road with a motorcycle ahead and parked cars on the right.","A motorcycle loses control and falls onto the road ahead of the ego-car."
613,101,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches a tunnel with pedestrians and a cyclist ahead.","A cyclist swerves into the ego-car's path and falls directly in front of it, resulting in a collision."
614,1,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet road at night with oncoming traffic and green traffic lights.","A vehicle runs a red light and collides with another vehicle."
615,257,0,"0. No Crash",0,"animal on the road",0,1,1,1,"Ego-car drives on a snowy road with a pedestrian on the left and a dog near the right roadside.","A dog runs from the right snowbank into the road and crosses ahead of the ego-car, creating a hazard."
616,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway at night with streetlights and oncoming traffic.","No incident occurred; all observed conditions reflect normal driving with consistent traffic flow and visible infrastructure."
617,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red traffic light with multiple vehicles ahead at an intersection.","Traffic remains stationary due to red traffic lights, causing all vehicles including the ego-car to halt without movement."
618,39,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches an intersection with green traffic lights and oncoming vehicles.","A vehicle cuts in from the left lane ahead of the ego-car, disrupting the normal traffic flow."
619,263,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car drives on a wet road with visible streetlights and distant traffic.","A pedestrian suddenly appears in the ego-car's path on the wet road, resulting in a collision."
620,62,0,"0. No Crash",0,"flying object hit the car",0,0,0,0,"Ego-car drives on a highway with a truck and a car ahead in the same lane, and concrete barriers on the right.","A red and white barrel falls from the truck ahead and rolls into the ego-car's lane."
621,7,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives past parked vehicles on a road with oncoming traffic.","A black SUV merges from the right lane into the ego-car's path without yielding."
622,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white SUV in the right lane near an intersection with traffic lights.","The white SUV turns right without signaling, blocking the ego-car's path."
623,46,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a multi-lane road with oncoming traffic visible ahead.","A white SUV crosses the center line from oncoming traffic and collides with another vehicle."
624,231,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car drives on a highway with multiple vehicles ahead and a truck on the left.","Debris falls from a vehicle ahead and scatters across the highway lanes, creating a hazard for the ego-car."
625,311,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car moves forward in a parking garage with parked cars ahead.","A red car reverses and collides with another vehicle in the parking garage."
626,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city street with green traffic lights, vehicles, and pedestrians on sidewalks.","No incident occurs; traffic flows normally with green lights and no collisions or anomalies observed."
627,237,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,1,"Ego-car approaches an intersection with bicycles and vehicles ahead on the road.","A cyclist on the right loses balance and falls onto the road in front of the ego car."
628,101,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car approaches an intersection with a white SUV turning left across its path.","A white SUV turns left across the ego-car's path, causing a near-miss collision."
629,141,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car approaches a deer standing in the middle of a dark road.","A deer stands in the ego-car's path on a dark road, requiring the ego-car to slow or stop to avoid collision."
630,191,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows traffic on a wet urban road at night with streetlights and raindrops on the windshield.","A black car overtakes from the left lane ahead of the ego-car, creating a near-miss situation."
631,81,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,1,"Ego-car approaches a van on a road with pedestrians walking on the right roadside.","A pedestrian steps from the right roadside into the road and collides with the ego-car."
632,231,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car follows a white car in the right lane with a tractor ahead on a clear city street.","A tractor merges left without signaling, cutting in front of the ego-car, creating an immediate collision risk."
633,261,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a pedestrian standing near the left lane on a city street with oncoming traffic.","A pedestrian steps into the ego-car's lane from the left and blocks forward movement."
634,255,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car stops at a rainy intersection with a white truck on the left and a scooter ahead near a crosswalk.","A white truck turns left across the ego-car's path and a scooter skids on the wet road, creating a hazard."
635,101,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a dark car and a red truck in the right lane on a highway.","The red truck ahead swerves left and blocks the lane, causing a collision with the ego-car."
636,91,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a dark road with a deer ahead in the lane.","A deer runs into the road and collides with the ego car."
637,61,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with parked cars on both sides and oncoming traffic ahead.","A vehicle from the left lane overtakes and pulls into the ego-car's path, creating a near-miss situation."
638,63,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection under an overpass with multiple vehicles ahead.","A truck turns left across oncoming traffic and collides with a car."
639,61,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,2,1,"Ego-car approaches a crosswalk with pedestrians and a bicycle ahead.","A bicycle loaded with goods tips over in the crosswalk, spilling items onto the road and obstructing traffic."
640,91,1,"2. Ego-car collided and could not continue moving",1,"ego-car loses control",0,0,0,1,"Ego-car drives on a dark road with visible road signs ahead.","Ego-car loses control on a wet or icy road and collides with a barrier or oncoming vehicle due to reduced traction."
641,271,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"Ego-car approaches a snowy road with a parked car on the right.","A parked car catches fire near the roadside wall, creating a hazard that affects nearby traffic."
642,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a well-lit residential street with clear lanes and streetlights and no visible traffic.","No incident or anomaly is detected because the environment remains stable with no obstacles, vehicles, or irregularities affecting the ego-car's path."
643,221,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car follows a van on a multi-lane highway with light traffic.","A long wooden pole falls from the van ahead onto the road ahead and strikes the ego-car."
644,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with utility poles, trees, and buildings lining the road.","No incident or hazard is present; the road remains clear with normal traffic conditions."
645,292,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,2,2,"Ego-car approaches a parked white car on the right with a child and adult on the left sidewalk and a truck ahead.","A child runs from the left sidewalk into the road toward the parked white car as the ego-car and a truck approach."
646,411,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white sedan in the right lane at an intersection with green traffic lights, with a large truck in the right lane.","A large truck in the right lane merges into the ego-car's lane and emits smoke, creating a hazardous obstruction."
647,161,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet two-lane road with dense trees on both sides.","A large tree falls across the right lane, blocking the road and requiring the ego-car to swerve left."
648,141,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",1,0,0,2,"Ego-car approaches an intersection with a red truck and a motorcycle on the right.","A red truck merges left into the ego-car's lane and collides with a motorcycle at the intersection."
649,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a multi-lane road with vehicles ahead and to the left.","A vehicle cuts in from the left lane ahead, causing a near-miss."
650,101,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",3,0,1,2,"Ego-car approaches an intersection with motorcycles and bicycles ahead in the road.","A motorcycle collides with a bicycle, causing both riders to fall onto the road."
651,131,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car drives on a highway with a truck ahead in the right lane and other vehicles in adjacent lanes.","Debris falls from the truck ahead and scatters across the highway lanes, obstructing the ego-car's path."
652,190,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,2,0,"Ego-car approaches a narrow street with pedestrians and parked motorcycles on the left.","A pedestrian crosses from the left sidewalk into the road and collides with the ego car."
653,266,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,4,"Ego-car follows a white car in the right lane on a multi-lane highway under an overpass with moderate traffic.","A silver car merges sharply from the right lane and collides with the white car ahead, triggering a chain-reaction crash."
654,137,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"Ego-car approaches a red truck and a bicycle on a city road.","A bicycle collides with the red truck, causing the rider to fall onto the road."
655,218,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches a parking lot with parked vehicles and a pedestrian ahead.","A white van moves left across the ego-car's path and blocks the forward lane."
656,21,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a dark residential road with a cat ahead in the lane.","A cat sits in the road ahead and blocks the ego-car's lane, requiring evasive action."
657,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a desert road with clear blue sky and dry terrain.","No incident observed; road remains clear and stable across all frames."
658,231,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a large truck in the right lane on a multi-lane road with light traffic.","The truck's rear wheels kick up a dense dust cloud onto the road, reducing visibility for the ego-car and following vehicles."
659,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with a white truck in the left lane and parked cars on the right.","No incident occurs; traffic flows normally with no anomalies or hazards affecting the ego-car."
660,263,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,2,"Ego-car drives on a rainy highway behind a white car with a truck in the left lane.","A truck in the left lane loses control on the wet road, veers left, and collides with the guardrail, causing it to tip over."
