video,Incident window start frame,Incident Detection,Crash Severity,Ego-car involved,Label,Number of Bicyclists/Scooters,Number of animals involved,Number of pedestrians involved,Number of vehicles involved (excluding ego-car),Caption Before Incident,Reason of Incident
636,91,1,1. Ego-car collided but did not stop,1,ego-car hit an animal,0,1,0,0,Ego-car drives on a dark road with clear lane markings ahead.,A deer crosses the road ahead and collides with the ego-car.
637,61,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with parked cars and oncoming traffic ahead.,A vehicle overtakes from the left lane creating a near-miss situation during night driving.
638,41,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection under overpass with multiple vehicles ahead.,"A large truck turns left across lanes, forcing a car to swerve."
639,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,2,1,Ego-car approaches crosswalk with pedestrians and bicycles waiting.,A bicycle carrying children tips over at the crosswalk.
640,91,1,1. Ego-car collided but did not stop,1,ego-car loses control,0,0,0,0,Ego-car drives on a dark road with visible road signs ahead.,Ego-car loses control on icy road and collides with barrier.
641,241,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car approaches an intersection with a black car turning left across the road.,A black car turns left without yielding and collides with oncoming debris from a wall.
642,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a well-lit road with no visible traffic or hazards.,No incident observed; continuous driving with no anomalies detected.
643,51,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a van ahead with a truck on the right lane.,The truck merges left into the ego-car's lane without sufficient clearance.
644,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with clear traffic and buildings.,No anomaly or incident visible in the provided frames.
645,381,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,2,Ego-car observes a child running toward the road with a pedestrian nearby.,"A child runs into the road ahead of a stopped car, causing a near-miss."
646,411,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,3,Ego-car follows a white sedan at an intersection with clear traffic lights.,"A large truck cuts in sharply from the right, causing instability."
647,135,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car drives on a wet highway with trees lining both sides.,"A fallen tree blocks the right lane ahead, forcing a detour."
648,175,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car approaches intersection with red truck turning right and motorcycles nearby.,Red truck cuts in front of motorcycle during right turn causing collision.
649,31,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a multi-lane road with vehicles ahead and to the left.,"A vehicle cuts in from the left lane ahead, causing a near-miss."
650,91,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,2,2,Ego-car approaches an intersection with vehicles and bicycles moving normally.,"A bicycle cuts in front of a motorcycle, causing a collision and fall."
651,131,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on highway with truck and trailer ahead in right lane.,Debris falls from truck trailer causing scattered debris on the highway lanes.
652,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,3,0,Ego-car approaches a narrow street with pedestrians and a parked car on the left.,A child in yellow runs into the street ahead of the ego-car.
653,271,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,4,Ego-car follows a white car in the left lane with a truck on the right.,"A car cuts in sharply from the right, causing a collision with the left lane car."
654,141,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,0,2,Ego-car drives on a city road with a truck parked on the right.,A cyclist collides with a parked truck on the right side.
655,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a pedestrian crossing the street.,No incident occurs; pedestrian safely crosses in front of ego-car.
656,21,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark residential road with parked vehicles on the left.,"A small animal crosses the road ahead, causing potential evasive action."
657,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a desert road with clear skies and dry terrain.,No incident observed; stable driving conditions throughout all frames.
658,231,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car follows a large truck on a multi-lane road with light traffic ahead.,The truck's rear discharges a sudden burst of dust or debris across the road.
659,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with a white truck on the left.,No incident observed in the provided frames.
660,271,1,4. Other cars collided with person/car/object but ego-car is ok,0,car flipped over,0,0,0,2,Ego-car follows a white car on a wet highway with a truck ahead.,A truck veers left and crashes into the highway barrier.
